TenDiaDanh,DiaChi,NoiDung,ImageURL
Khu di tích lăng Mạc Cửu,"Nằm trên đường Mạc Cửu dưới chân núi Bình San, thuộc phường Bình San, thị xã Hà Tiên, tỉnh Kiên Giang, cách thành phố Rạch Giá khoảng 92km về phía tây bắc.","Đặc điểm: Khu di tích lăng Mạc Cửu thờ dòng họ Mạc mà khởi đầu là ông Mạc Cửu, người đã có công khai phá mảnh đất Hà Tiên.",https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/KienGiang/Langmaccuu/LangHoMac02JPG.jpg
Cầu Trường Tiền,"Cầu Trường Tiền bắc qua sông Hương, đầu phía bắc thuộc phường Phú Hòa, đầu phía nam thuộc phường Phú Hội, thành phố Huế, tỉnh Thừa Thiên – Huế.","Đặc điểm: Cầu Trường Tiền là một trong những cây cầu đầu tiên được xây dựng ở Đông Dương theo thiết kế, kỹ thuật xây dựng của phương Tây.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/CauTruongTien/TruongtienBridge.jpg
Vườn quốc gia Bạch Mã,"Huyện Phú Lộc và Nam Đông, tỉnh Thừa Thiên - Huế.","Đặc điểm: Vườn quốc gia Bạch Mã có cảnh quan thiên nhiên đẹp, khí hậu trong lành, mát mẻ với hệ động thực vật phong phú, đa dạng.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/VQGBachMa/BachMaNationalPark-9.jpg
Lăng Dục Ðức,"Lăng Dục Đức tọa lạc ở phường An Cựu, Tp.",Đặc điểm: Lăng có kiến trúc đơn giản và khiêm tốn. Đây cũng là nơi yên nghỉ của vua Thành Thái và Duy Tân.,http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/LangDucDuc/Tomb-of-Duc-Duc-5JPG.jpg
Lăng Gia Long (Thiên Thọ Lăng),"Lăng Gia Long nằm trong dãy núi Thiên Thọ, thuộc xã Hương Thọ, thị xã Hương Trà, tỉnh Thừa Thiên - Huế, cách trung tâm Tp.",Đặc điểm: Lăng Gia Long là một quần thể nhiều lăng tẩm trong hoàng quyến. Kiến trúc lăng có vẻ đơn sơ nhưng hoành tráng.,http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/LangGiaLong/TombofGiaLong-1JPG.jpg
Núi Ngự Bình,Núi Ngự Bình thuộc Tp.,"Đặc điểm: Ngự Bình có dạng hình thang, đỉnh bằng phẳng, có thế bình phong che chở cho kinh thành Huế.",https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/Nuingubinh/NguBinhMountain.jpg
Trung tâm văn hóa Huyền Trân,"thôn Ngũ Tây, Phường An Tây, Thành phố Huế, Thừa Thiên Huế","Vị trí: nằm dưới chân núi Ngũ Phong thuộc thôn Ngũ Tây, xã Thủy An (nay là phường An Tây), TP Huế.
	Đặc điểm: là cụm quần thể kiến trúc mang đậm màu sắc văn hóa, tâm linh, lịch sử.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/TrungtamvanhoaHuyenTran/Huyen-Tran-Cultural-Centre.jpg
Làng Dương Nỗ,"Làng Dương Nỗ thuộc xã Phú Dương, huyện Phú Vang, tỉnh Thừa Thiên - Huế, cách Tp.","Đặc điểm: Dương Nỗ  là một làng người Việt khai phá xây dựng từ khá sớm. Thuở nhỏ, Hồ Chí Minh đã sống cùng cụ thân sinh khi còn dạy học ở đây. Tại đây hiện còn lưu giữ ngôi nhà kỷ niệm, cùng những kỷ vật gắn bó với tuổi thơ của Người.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/LangDuongNo/Duong-No-Village.jpg
Làng cổ Phước Tích,Đặc điểm: như một bảo tàng văn hóa làng quê Việt sống động được gìn giữ nguyên vẹn qua hàng trăm năm.,Đặc điểm: như một bảo tàng văn hóa làng quê Việt sống động được gìn giữ nguyên vẹn qua hàng trăm năm.,http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/LangcoPhuocTich/58langcophuoctich02.jpg
Chùa Thiên Mụ,"Chùa Thiên Mụ nằm trên đồi Hà Khê, xã Hương Long, Tp.",Đặc điểm: Chùa là một trong những kiến trúc tôn giáo cổ nhất và đẹp nhất ở Huế.,https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/Chuathienmu/ThienMuPagoda-1JPG.jpg
Cửu vị thần công,"Cửu vị thần công được đặt gần cửa Thể Nhơn và cửa Quảng Ðức bên trong kinh thành Huế, Tp.","Đặc điểm: Cửu vị thần công là chín khẩu súng thờ, tượng trưng cho những vị thần linh bảo vệ kinh thành.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/Cuuvithancong/NineDynasticUrns-2JPG.jpg
Lăng Minh Mạng,"Lăng Minh Mạng thuộc địa phận núi Cẩm Kê, xã Hương Thọ, thị xã Hương Trà, tỉnh Thừa Thiên - Huế, gần ngã ba Bằng Lãng, nơi hợp lưu nguồn Tả Trạch và Hữu Trạch tạo thành sông Hương chảy qua Tp.","Đặc điểm: Lăng Minh Mạng là một tổng thể kiến trúc quy mô gồm khoảng 40 công trình lớn nhỏ. Lăng Minh Mạng toát lên vẻ đường bệ, uy nghiêm nhưng rất hài hòa giữa các công trình kiến trúc và thiên nhiên.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/LangMinhmang/Tomb-of-Minh-Mang-1.jpg
Ngọ Môn,"Ngọ Môn là cổng chính vào Đại Nội trong kinh thành Huế, Tp.",Đặc điểm: Ngọ Môn là một trong những công trình kiến trúc cổ tiêu biểu của miền núi Ngự sông Hương.,http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/NgoMon/Ngo-Mon-Gate5.jpg
Chợ Đông Ba,"Chợ Đông Ba nằm dọc theo bờ bắc sông Hương, bên đường Trần Hưng Đạo, thành phố Huế, cách cầu Trường Tiền khoảng 100m về phía bắc.",Đặc điểm: Chợ Đông Ba là trung tâm thương mại lớn nhất của tỉnh Thừa Thiên - Huế và khu vực.,https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/ChoDongBa/Chodongba1.jpg
Lăng Tự Ðức (Khiêm Lăng),"Lăng Tự Ðức tọa lạc tại xã Thủy Biều, Tp.","Đặc điểm: Lăng được xây dựng vào năm 1864 và hoàn thành vào năm 1867 trên diện tích 475ha. Khác với các lăng được xây dựng cân đối, lăng Tự Đức được xây dựng phóng khoáng, hài hoà với thiên nhiên có sẵn phản ánh tâm hồn lãng mãn của vị vua thi sĩ này.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/TombofTuDuc-1.jpg
Lăng Khải Định (Ứng Lăng),"Lăng Khải Định thuộc xã Thủy Bằng, thị xã Hương Thủy, tỉnh Thừa Thiên - Huế, cách Tp.","Đặc điểm: Lăng Khải Định có diện tích nhỏ hơn so với lăng của các vua tiền nhiệm nhưng công phu, lộng lẫy hơn; kết hợp tinh xảo hai nền kiến trúc, văn hoá Đông - Tây.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/Langkhaidinh01.jpg
Bãi biển Thuận An,"Bãi biển Thuận An thuộc thị trấn Thuận An, huyện Phú Vang, tỉnh Thừa Thiên - Huế.","Đặc điểm: Thuận An là nơi tắm biển thú vị cho du khách sau một ngày tham quan kinh thành, lăng tẩm, chùa chiền, phong cảnh ở Huế.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/Thuan-An-Beach.jpg
Bãi biển Lăng Cô,"Bãi biển Lăng Cô dài khoảng 10km, thuộc thị trấn Lăng Cô, huyện Phú Lộc, tỉnh Thừa Thiên - Huế, nằm cạnh quốc lộ 1A, gần đèo Hải Vân.",Đặc điểm: Lăng Cô là thành viên thứ 30 của Câu lạc bộ “Các vịnh biển đẹp nhất thế giới” vào tháng 6/2009.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/LangCoBeach-1JPG.jpg
Hiển Lâm Các,"Hiển Lâm Các được xây dựng phía trước Thế Miếu, phía tây nam Hoàng Thành, Tp.",Đặc điểm: Hiển Lâm Các là công trình kiến trúc cao nhất trong Hoàng Thành. Đây được coi như một đài lưu niệm ghi công những công thần đã sáng lập ra triều Nguyễn.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/5862.jpg
Bảo tàng Mỹ thuật Cung đình Huế,"Số 3 đường Lê Trực, Thành phố Huế, Thừa Thiên Huế","Vị trí: Bảo tàng Mỹ thuật Cung đình Huế ở tại số 3, đường Lê Trực, Tp. Huế, tỉnh Thừa Thiên - Huế.
	Đặc điểm: Bảo tàng Mỹ thuật Cung đình Huế là nơi trưng bày các bộ sưu tập đồ đồng, đồ sành, đồ sứ, đồ đá, đồ pháp lam, áo mão và đồ ngự dụng của vua chúa đời nhà Nguyễn.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/58BTangcomat3.jpg
Kinh thành Huế,Kinh thành Huế nằm ở bờ bắc sông Hương và thuộc địa phận Tp.,Đặc điểm: Kinh thành Huế được xây dựng theo kiến trúc của phương Tây kết hợp một cách tài tình với kiến trúc thành quách phương Đông.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/58KyDai.jpg
Kỳ Ðài Huế,"Kỳ đài nằm ở chính giữa mặt phía nam của Kinh thành Huế, thuộc phường Thuận Thành, TP.","Đặc điểm: Kỳ đài là một di tích kiến trúc thời Nguyễn, thuộc quần thể di tích Cố đô Huế.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/58KyDai2.jpg
Nhà vườn An Hiển,"Làng Xuân Hoà, Phường Hương Long, Thành phố Huế, Thừa Thiên Huế","Vị trí: Nhà vườn An Hiên nằm trên khu vực có diện tích 4.608m2 thuộc làng Xuân Hoà, Xã Hương Long, Tp. Huế.
	Đặc điểm: Nhà vườn An Hiên có kiến trúc theo lối nhà rường. Ngoài giá trị về mặt kiến trúc, An Hiên còn là bộ sưu tập hiếm hoi và công phu các loài cây ăn quả, các loài hoa trong nước.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/58Nhavuonvida.jpg
Cung An Định,"Số 97 đường Phan Đình Phùng, Thành phố Huế, Thừa Thiên Huế","Vị trí: Số 97 đường Phan Đình Phùng, thành phố Huế, tỉnh Thừa Thiên – Huế.
	Đặc điểm: Là một công trình thuộc quần thể di tích cố đô Huế đã được UNESCO công nhận là Di sản văn hóa thế giới.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/58Cungandinh01.jpg
Văn Miếu Huế,"Văn Miếu quay về hướng nam, tọa lạc trên một ngọn đồi thấp, thuộc xã Hương Long, Tp.","Đặc điểm: Văn Miếu được lập ra để tôn vinh các thánh hiền của đạo Nho, đồng thời là nơi đào tạo nhân tài của đất nước.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/01VMQTG.jpg
Thế Miếu,"Thế Miếu nằm trong kinh thành Huế, Tp.","Đặc điểm: Thế Miếu là nơi thờ cúng các vua Nguyễn. Đây là một trong những công trình to lớn bậc nhất so với các miếu, điện ở Việt Nam.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/58TheMieu2.jpg
Làng nón Phú Cam,"Làng Phú Cam còn được gọi là phường Phước Vĩnh, ngay ở trung tâm thành phố Huế, bên bờ nam sông An Cựu, tỉnh Thừa Thiên - Huế.","Đặc điểm: Nón Huế, nón Phú Cam đã xinh ở dáng, lại nhã ở màu, mỏng nhẹ như thấu quang, soi lên ánh sáng thấy rõ những hình trổ giấy về phong cảnh Huế kèm theo lời thơ được cài ở hai lớp lá.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/58Langnonphucam01.jpg
Thái Bình Lâu,"Thái Bình Lâu nằm trong Tử Cấm Thành, kinh thành Huế, Tp.",Đặc điểm:Thái Bình Lâu - Thái Bình Ngự Lãm Thư Lâu là chỗ để vua nghỉ hoặc đọc sách.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/58ThaiBinhLau1.jpg
Bãi biển Cảnh Dương,"Bãi biển Cảnh Dương thuộc huyện Phú Lộc, tỉnh Thừa Thiên - Huế.",Đặc điểm: Bãi biển Cảnh Dương là một trong những bãi biển đẹp nhất ở Huế.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/58Biencanhduong02.jpg
Ðàn Nam Giao,"Đàn Nam Giao thuộc xã Thủy Xuân, Tp.","Đặc điểm: Là đàn tế lộ thiên, mô thức kiến trúc mang ý nghĩa vừa tôn giáo vừa chính trị của nền quân chủ phương Đông.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/58DanNamGiao.jpg
Nhà thờ dòng chúa Cứu Thế,"Đường Nguyễn Huệ, Thành phố Huế, Thừa Thiên Huế","Vị trí: Nhà thờ nằm ở cuối đường Nguyễn Huệ, Tp. Huế, tỉnh Thừa Thiên - Huế.
	Đặc điểm: Nhà thờ dòng chúa Cứu Thế kết hợp hài hòa giữa kiến trúc Tây Phương và Đông Phương.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/58NThochuaCuuThe2.jpg
Khu nghỉ dưỡng suối nước khoáng nóng Thanh Tân,"Khu nghỉ dưỡng suối nước khoáng nóng Thanh Tân ở xã Phong An, huyện Phong Điền, tỉnh Thừa Thiên - Huế.","Đặc điểm: Đây là một khu nghỉ dưỡng hết sức lý tưởng. Ở đầu nguồn, nước khoáng nóng đến 68ºC, luộc chín trứng gà.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/alba-thanh-tan-hot-springs.jpg
Công viên Thiên đường Bảo Sơn,"Nằm trên Km8 đường Láng Hòa Lạc tại xã An Khánh, huyện Hoài Đức, cách trung tâm thành phố Hà Nội 12km.",Đặc điểm: Là tổ hợp vui chơi giải trí và du lịch văn hóa tiêu chuẩn quốc tế đầu tiên tại miền Bắc.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/Baoson01JPG.jpg
Khu du lịch và vườn Quốc gia Ba Vì,"Khu du lịch và vườn Quốc gia Ba Vì thuộc vùng núi Ba Vì, huyện Ba Vì, Hà Nội.","Đặc điểm: Là khu du lịch nghỉ dưỡng hấp dẫn du khách. Nơi đây phong cảnh ngoạn mục, cảnh sắc thiên nhiên hoà quyện với con người.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/Bavi01.jpg
Việt phủ Thành Chương,"Việt phủ Thành Chương nằm tại dốc Dây Diều, đập Kèo Cà, xã Hiền Ninh, huyện Sóc Sơn, Hà Nội, cách trung tâm thành phố Hà Nội khoảng 30km về phía bắc.","Đặc điểm: Nơi đây giống như một làng quê bắc bộ thu nhỏ, lưu giữ những giá trị văn hoá truyền thống và giới thiệu, phản ánh nét tiêu biểu về vẻ đẹp của làng quê Bắc bộ Việt Nam.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/BPTChuong01JPG.jpg
Bảo tàng Phụ nữ Việt Nam,"Số 36 Lý Thường Kiệt, Quận Hoàn Kiếm, Thành phố Hà Nội","Vị trí:Số 36 Lý Thường Kiệt, quận Hoàn Kiếm, Hà Nội.
	Ðặc điểm:- Nơi trưng bày, gìn giữ bảo quản các tài liệu, hiện vật giới thiệu vai trò, thành tựu của phụ nữ Việt Nam trong quá trình phát triển của dân tộc. 
	- Là nơi giao lưu văn hoá giữa phụ nữ Việt Nam và phụ nữ thế giới.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/BTphunu01JPG.jpg
Thành cổ Sơn Tây,"Nằm ngay tại trung tâm thị xã Sơn Tây, Hà Nội.","Đặc điểm: Đây là một ngôi thành cổ với công trình kiến trúc về quân sự và hệ thống tường, cổng thành được xây dựng hoàn toàn bằng đá ong.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/ThanhcoSontay01JPG.jpg
Làng mây tre đan Phú Vinh,"Thuộc thôn Phú Vinh, xã Phú Nghĩa, huyện Chương Mỹ, Hà Nội, cách trung tâm Hà Nội khoảng 30km.",Đặc điểm: Sản phẩm mây tre đan Phú Vinh đã đạt đến đỉnh cao nhất trong nghệ thuật đan mây tre hiện nay ở Việt Nam.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/Maytre01.jpg
Làng lụa Vạn Phúc,"Nằm bên bờ sông Nhuệ, thuộc phường Vạn Phúc, quận Hà Đông, Hà Nội, cách trung tâm Hà Nội khoảng 10km.",Đặc điểm: Vạn Phúc là làng nghề dệt lụa tơ tằm đẹp nổi tiếng và lâu đời nhất Việt Nam.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/Luavanphuc02JPG.jpg
Chùa Trấn Quốc,"Đường Thanh Niên, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội","Vị trí: Bên bờ hồ Tây, đường Thanh Niên, quận Tây Hồ. 
	Ðặc điểm: Là ngôi chùa cổ nhất ở Hà Nội, có kiến trúc khá rộng và đẹp, có vườn tháp lớn.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaNoi/ChuaTranQuoc/Chuatranquoc01JPG.jpg
Cầu Long Biên,"Cầu Long Biên bắc qua sông Hồng, nối hai quận Hoàn Kiếm và Long Biên của thành phố Hà Nội.",Đặc điểm: Long Biên là cây cầu thép đầu tiên bắc qua sông Hồng và được coi như một chứng tích lịch sử chứng kiến biết bao thăng trầm của Thủ đô Hà Nội qua hai cuộc kháng chiến chống Pháp và chống Mỹ.,https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaNoi/Caulongbien/Caulongbien02.jpg
Bảo tàng Mỹ thuật Việt Nam,"Số 66 phố Nguyễn Thái Học, Quận Ba Đình, Thành phố Hà Nội","Vị trí:Số 66 phố Nguyễn Thái Học, quận Ba Đình, Hà Nội. 
	Ðặc điểm: Là một trong những bảo tàng quan trọng trong việc lưu giữ kho tàng di sản văn hóa nghệ thuật của cộng đồng các dân tộc Việt Nam.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/Btangmythuat01JPG.jpg
Làng Văn hóa - Du lịch các dân tộc Việt Nam,"Thôn Đồng Mô, Thị xã Sơn Tây, Thành phố Hà Nội","Vị trí: Thôn Đồng Mô, thị xã Sơn Tây, Hà Nội.
	Đặc điểm: Đây là nơi giới thiệu các giá trị văn hóa, lịch sử tiêu biểu của đồng bào các dân tộc Việt Nam.",https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaNoi/LangvanhoadantocVietnam/NhaVHDThoc09JPG.jpg
